Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&amp;Comment,#ChatGPT,https://twitter.com/KatyMontgomerie/status/1648680554764574722,Katy Montgomerie Shea LaRoux ,https://twitter.com/KatyMontgomerie,2023-04-19,"Hearing reports that in the middle of some Florida trans kids testifying that they should be allowed rights, that the police shut their parents out and took custody of the kids?!",,https://twitter.com/KatyMontgomerie/status/1648680554764574722,False,200,"5,629",29.3K,1.6M
Post&amp;Comment,#ChatGPT,https://twitter.com/DailyLoud/status/1648725141491253249,Daily Loudshao as a service,https://twitter.com/DailyLoud,2023-04-19,"McDonald's in Japan have installed sink systems that come with a slot that ""sanitizes"" your smartphone",,https://twitter.com/DailyLoud/status/1648725141491253249,False,377,"1,278",13K,1.2M
Post&amp;Comment,#ChatGPT,https://twitter.com/vidsthatgohard/status/1648713456403750914,vids that go hardThe Wrestling Room (Pat Mineo),https://twitter.com/vidsthatgohard,2023-04-19,why he have do that,,https://twitter.com/vidsthatgohard/status/1648713456403750914,False,578,699,15.7K,3.5M
Post&amp;Comment,#ChatGPT,https://twitter.com/shannonrwatts/status/1648564920798019588,Shannon Watts,https://twitter.com/shannonrwatts,2023-04-19,Payton Washington is in the ICU after she was shot for getting in the wrong car in TexasKaylin Gillis was shot to death for driving into the wrong driveway in New YorkRalph Yarl was shot in the head for ringing the doorbell at the wrong house in MissouriIt’s the guns,https://pbs.twimg.com/media/FuDhDpoakAERTb1?format=jpg&name=900x900,https://twitter.com/shannonrwatts/status/1648564920798019588,False,"1,484",17.6K,63.7K,2.9M
Post&amp;Comment,#GPT,https://twitter.com/DailyLoud/status/1648725141491253249,Daily Loudshao as a service,https://twitter.com/DailyLoud,2023-04-19,"McDonald's in Japan have installed sink systems that come with a slot that ""sanitizes"" your smartphone",,https://twitter.com/DailyLoud/status/1648725141491253249,False,377,"1,278",13K,1.2M
Post&amp;Comment,#GPT,https://twitter.com/vidsthatgohard/status/1648713456403750914,vids that go hardThe Wrestling Room (Pat Mineo),https://twitter.com/vidsthatgohard,2023-04-19,why he have do that,,https://twitter.com/vidsthatgohard/status/1648713456403750914,False,578,701,15.7K,3.5M
Post&amp;Comment,#GPT,https://twitter.com/shannonrwatts/status/1648564920798019588,Shannon Watts,https://twitter.com/shannonrwatts,2023-04-19,Payton Washington is in the ICU after she was shot for getting in the wrong car in TexasKaylin Gillis was shot to death for driving into the wrong driveway in New YorkRalph Yarl was shot in the head for ringing the doorbell at the wrong house in MissouriIt’s the guns,https://pbs.twimg.com/media/FuDhDpoakAERTb1?format=jpg&name=900x900,https://twitter.com/shannonrwatts/status/1648564920798019588,False,"1,484",17.6K,63.7K,2.9M
Post&amp;Comment,#GPT,https://twitter.com/brfootball/status/1648676343905677313,B/R Football,https://twitter.com/brfootball,2023-04-19,Rodrygo’s Champions League record is absurd:Starts: 19Goals: 15Assists: 922 years old and he’s only two goals away from being Real Madrid’s joint-fourth top scorer in the competition,https://pbs.twimg.com/media/FuFF1OBWcAA-X1s?format=jpg&name=small,https://twitter.com/brfootball/status/1648676343905677313,False,136,"1,930",26.6K,1.8M
Post&amp;Comment,#OpenAI,https://twitter.com/albert12798/status/1648720620560216064,albert,https://twitter.com/albert12798,2023-04-19,just took this picture,https://pbs.twimg.com/media/FuFuqkwaQAAitF_?format=jpg&name=small,https://twitter.com/albert12798/status/1648720620560216064,False,469,"1,948",66.3K,1.3M
Post&amp;Comment,#OpenAI,https://twitter.com/PopBase/status/1648721877693784067,Pop Base,https://twitter.com/PopBase,2023-04-19,ASTRO’s Moonbin has passed away at the age of 25.,https://pbs.twimg.com/media/FuFvzxoakAEOLjK?format=jpg&name=small,https://twitter.com/PopBase/status/1648721877693784067,False,,13.5K,53.7K,9.7M
Post&amp;Comment,#OpenAI,https://twitter.com/upblissed/status/1648692335952134146,Corn ✧⍣Halo Wars 2,https://twitter.com/upblissed,2023-04-19,racists boutta have a field day wit this they retired his number like he a hall of famer,https://pbs.twimg.com/media/Ft8Q9LKXsAAK-Mc?format=jpg&name=small,https://twitter.com/upblissed/status/1648692335952134146,False,208,"4,622",76.5K,3.4M
Post&amp;Comment,#OpenAI,https://twitter.com/albert12798/status/1648748906610839552,albert,https://twitter.com/albert12798,2023-04-19,my IQ test just came back negative,https://pbs.twimg.com/media/FuGIZDVagAAzmwJ?format=jpg&name=small,https://twitter.com/albert12798/status/1648748906610839552,False,120,477,12.1K,256.3K
Post&amp;Comment,#OpenAI,https://twitter.com/TweetsOfCats/status/1648722375309918210,Tweets of Cats,https://twitter.com/TweetsOfCats,2023-04-19,stop ordering biscuits!,,https://twitter.com/TweetsOfCats/status/1648722375309918210,False,168,"4,179",30.8K,504.2K
Post&amp;Comment,#ChatGPT,https://twitter.com/DailyLoud/status/1648435713384525825,Daily Loud,https://twitter.com/DailyLoud,2023-04-18,Kylie Jenner reveals she hasn’t gotten a lot of plastic surgery: “I think a big misconception about me is that I’ve had so much surgery on my face.”,https://pbs.twimg.com/media/FuBrinCWwAYf_pK?format=jpg&name=small,https://twitter.com/DailyLoud/status/1648435713384525825,False,"5,440","3,776",96.9K,20.9M
Post&amp;Comment,#ChatGPT,https://twitter.com/dxckiii/status/1648478005407399939,ducki High End Homo,https://twitter.com/dxckiii,2023-04-19,shits down kendall’s throat………?,https://pbs.twimg.com/media/FuABTrtXwAUKFmt?format=jpg&name=360x360;https://pbs.twimg.com/media/FuABTrvXoAEILnB?format=jpg&name=360x360;https://pbs.twimg.com/media/FuABTrvWwAAYWA8?format=jpg&name=360x360,https://twitter.com/dxckiii/status/1648478005407399939,False,138,"1,973",74.7K,3.9M
Post&amp;Comment,#ChatGPT,https://twitter.com/ESPNFC/status/1648702997369683970,ESPN FC,https://twitter.com/ESPNFC,2023-04-19,A reminder that AC Milan signed Rafael Leao and Mike Maignan from Lille for a combined €40m  Brilliant business,https://pbs.twimg.com/media/FuFTIOJX0AAzcie?format=jpg&name=small,https://twitter.com/ESPNFC/status/1648702997369683970,False,103,"1,424",26.8K,555.4K
Post&amp;Comment,#ChatGPT,https://twitter.com/PuppiesIover/status/1648683330639126529,Puppies ,https://twitter.com/PuppiesIover,2023-04-19,Awww so cute puppies,,https://twitter.com/PuppiesIover/status/1648683330639126529,False,34,"1,671",17.5K,303.7K
Post&amp;Comment,#ChatGPT,https://twitter.com/cat_auras/status/1648415661998190594,cat with confusing auras.,https://twitter.com/cat_auras,2023-04-18,could be us?,https://pbs.twimg.com/media/FuBZTn5WIAAopkD?format=jpg&name=small,https://twitter.com/cat_auras/status/1648415661998190594,False,227,"8,200",71.9K,1.7M
Post&amp;Comment,#ChatGPT,https://twitter.com/buitengebieden/status/1648561883945762817,Buitengebieden,https://twitter.com/buitengebieden,2023-04-19,Pure happiness..,,https://twitter.com/buitengebieden/status/1648561883945762817,False,240,"3,615",39K,1M
Post&amp;Comment,#OpenAI,https://twitter.com/shannonrwatts/status/1648564920798019588,Shannon Watts,https://twitter.com/shannonrwatts,2023-04-19,Payton Washington is in the ICU after she was shot for getting in the wrong car in TexasKaylin Gillis was shot to death for driving into the wrong driveway in New YorkRalph Yarl was shot in the head for ringing the doorbell at the wrong house in MissouriIt’s the guns,https://pbs.twimg.com/media/FuDhDpoakAERTb1?format=jpg&name=900x900,https://twitter.com/shannonrwatts/status/1648564920798019588,False,"1,484",17.6K,63.7K,2.9M
Post&amp;Comment,#OpenAI,https://twitter.com/albert12798/status/1648720620560216064,albert,https://twitter.com/albert12798,2023-04-19,just took this picture,https://pbs.twimg.com/media/FuFuqkwaQAAitF_?format=jpg&name=small,https://twitter.com/albert12798/status/1648720620560216064,False,469,"1,949",66.4K,1.3M
Post&amp;Comment,#OpenAI,https://twitter.com/theweeknd/status/1648736477613035520,The Weeknd,https://twitter.com/theweeknd,2023-04-19,new song “DOUBLE FANTASY” ft. @1future out tomorrow night : http://theweeknd.co/DoubleFantasy.  #THEIDOL,https://pbs.twimg.com/media/FuF7O_hacAU3Xm5?format=jpg&name=small,https://twitter.com/theweeknd/status/1648736477613035520,False,565,"4,210",24K,704.7K
Post&amp;Comment,#OpenAI,https://twitter.com/albert12798/status/1648748906610839552,albert,https://twitter.com/albert12798,2023-04-19,my IQ test just came back negative,https://pbs.twimg.com/media/FuGIZDVagAAzmwJ?format=jpg&name=small,https://twitter.com/albert12798/status/1648748906610839552,False,122,477,12.1K,258.6K
Post&amp;Comment,#OpenAI,https://twitter.com/TweetsOfCats/status/1648722375309918210,Tweets of Cats,https://twitter.com/TweetsOfCats,2023-04-19,stop ordering biscuits!,,https://twitter.com/TweetsOfCats/status/1648722375309918210,False,168,"4,182",30.9K,506.1K
Post&amp;Comment,#OpenAI,https://twitter.com/SaeedDiCaprio/status/1648708599466582017,Hurt CoPain,https://twitter.com/SaeedDiCaprio,2023-04-19,they need to name the person so I can bully them,https://pbs.twimg.com/media/FuFju5oWwAEm9Uv?format=jpg&name=small,https://twitter.com/SaeedDiCaprio/status/1648708599466582017,False,56,"1,379",40.1K,822.9K
Post&amp;Comment,#OpenAI,https://twitter.com/_B___S/status/1648714854914555905,B&S,https://twitter.com/_B___S,2023-04-19,Pelican tries to eat capybara,,https://twitter.com/_B___S/status/1648714854914555905,False,329,"3,924",34K,888.6K
Post&amp;Comment,#ChatGPT,https://twitter.com/kirawontmiss/status/1648726935260758031,kira Ellen DeGeneres,https://twitter.com/kirawontmiss,2023-04-19,imagine seeing this running towards you at full speed in the dark,https://pbs.twimg.com/media/FuBEgopaIAAslPU?format=jpg&name=small,https://twitter.com/kirawontmiss/status/1648726935260758031,False,445,"2,821",61.7K,2.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/theweeknd/status/1648736477613035520,The Weeknd,https://twitter.com/theweeknd,2023-04-19,new song “DOUBLE FANTASY” ft. @1future out tomorrow night : http://theweeknd.co/DoubleFantasy.  #THEIDOL,https://pbs.twimg.com/media/FuF7O_hacAU3Xm5?format=jpg&name=small,https://twitter.com/theweeknd/status/1648736477613035520,False,565,"4,210",24K,704.7K
Post&amp;Comment,#ChatGPT,https://twitter.com/upblissed/status/1648692335952134146,Corn ✧⍣Halo Wars 2,https://twitter.com/upblissed,2023-04-19,racists boutta have a field day wit this they retired his number like he a hall of famer,https://pbs.twimg.com/media/Ft8Q9LKXsAAK-Mc?format=jpg&name=small,https://twitter.com/upblissed/status/1648692335952134146,False,208,"4,624",76.6K,3.4M
Post&amp;Comment,#OpenAI,https://twitter.com/ESPNFC/status/1648672802575187969,ESPN FC,https://twitter.com/ESPNFC,2023-04-19,This kid's reaction to meeting Karim Benzema is everything,https://pbs.twimg.com/media/FuDe0yGXwAY_ANu?format=jpg&name=small,https://twitter.com/ESPNFC/status/1648672802575187969,False,98,"1,226",25.7K,378.5K
Post&amp;Comment,#OpenAI,https://twitter.com/dxckiii/status/1648478005407399939,ducki High End Homo,https://twitter.com/dxckiii,2023-04-19,shits down kendall’s throat………?,https://pbs.twimg.com/media/FuABTrtXwAUKFmt?format=jpg&name=360x360;https://pbs.twimg.com/media/FuABTrvXoAEILnB?format=jpg&name=360x360;https://pbs.twimg.com/media/FuABTrvWwAAYWA8?format=jpg&name=360x360,https://twitter.com/dxckiii/status/1648478005407399939,False,138,"1,973",74.7K,3.9M
Post&amp;Comment,#OpenAI,https://twitter.com/ESPNFC/status/1648440125305786368,ESPN FC,https://twitter.com/ESPNFC,2023-04-18,Rodrygo hit the 'SIUUU' in honor of his idol,https://pbs.twimg.com/media/FuBvjTDaEAAFRfN?format=jpg&name=small,https://twitter.com/ESPNFC/status/1648440125305786368,False,423,"5,106",71.6K,3.2M
Post&amp;Comment,#OpenAI,https://twitter.com/PuppiesIover/status/1648683330639126529,Puppies ,https://twitter.com/PuppiesIover,2023-04-19,Awww so cute puppies,,https://twitter.com/PuppiesIover/status/1648683330639126529,False,34,"1,672",17.5K,303.7K
Post&amp;Comment,#OpenAI,https://twitter.com/cat_auras/status/1648415661998190594,cat with confusing auras.,https://twitter.com/cat_auras,2023-04-18,could be us?,https://pbs.twimg.com/media/FuBZTn5WIAAopkD?format=jpg&name=small,https://twitter.com/cat_auras/status/1648415661998190594,False,227,"8,200",71.9K,1.7M
Post&amp;Comment,#ChatGPT,https://twitter.com/theweeknd/status/1648736477613035520,The Weeknd,https://twitter.com/theweeknd,2023-04-19,new song “DOUBLE FANTASY” ft. @1future out tomorrow night : http://theweeknd.co/DoubleFantasy.  #THEIDOL,https://pbs.twimg.com/media/FuF7O_hacAU3Xm5?format=jpg&name=small,https://twitter.com/theweeknd/status/1648736477613035520,False,565,"4,211",24K,704.7K
Post&amp;Comment,#OpenAI,https://twitter.com/DailyLoud/status/1648435713384525825,Daily Loud,https://twitter.com/DailyLoud,2023-04-18,Kylie Jenner reveals she hasn’t gotten a lot of plastic surgery: “I think a big misconception about me is that I’ve had so much surgery on my face.”,https://pbs.twimg.com/media/FuBrinCWwAYf_pK?format=jpg&name=small,https://twitter.com/DailyLoud/status/1648435713384525825,False,"5,440","3,776",96.9K,20.9M
Post&amp;Comment,#OpenAI,https://twitter.com/Gritty20202/status/1648439392133087232,Gritty is the WayFifty Shades of Whey,https://twitter.com/Gritty20202,2023-04-18,can we just skip ahead to the part where they reveal the parking garage had not passed an inspection in decades?,,https://twitter.com/Gritty20202/status/1648439392133087232,False,78,"4,168",41.4K,2M
Post&amp;Comment,#OpenAI,https://twitter.com/albert12798/status/1648720620560216064,albert,https://twitter.com/albert12798,2023-04-19,just took this picture,https://pbs.twimg.com/media/FuFuqkwaQAAitF_?format=jpg&name=small,https://twitter.com/albert12798/status/1648720620560216064,False,469,"1,953",66.5K,1.3M
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648731219566252034,B&S,https://twitter.com/_B___S,2023-04-19,Old dog teaches the new dog where the doggy-door is,,https://twitter.com/_B___S/status/1648731219566252034,False,79,"2,301",21.6K,436.5K
Post&amp;Comment,#ChatGPT,https://twitter.com/FabrizioRomano/status/1648412806880935937,Fabrizio Romano,https://twitter.com/FabrizioRomano,2023-04-18,"Rafael Leão dancing. Top player, what an assist for Olivier Giroud’s goal.  #UCL",https://pbs.twimg.com/media/FuBWqgnWYAIt8kw?format=jpg&name=small,https://twitter.com/FabrizioRomano/status/1648412806880935937,False,698,"4,190",76.6K,3.3M
Post&amp;Comment,#ChatGPT,https://twitter.com/theweeknd/status/1648736477613035520,The Weeknd,https://twitter.com/theweeknd,2023-04-19,new song “DOUBLE FANTASY” ft. @1future out tomorrow night : http://theweeknd.co/DoubleFantasy.  #THEIDOL,https://pbs.twimg.com/media/FuF7O_hacAU3Xm5?format=jpg&name=small,https://twitter.com/theweeknd/status/1648736477613035520,False,565,"4,214",24K,704.7K
Post&amp;Comment,#ChatGPT,https://twitter.com/TweetsOfCats/status/1648722375309918210,Tweets of Cats,https://twitter.com/TweetsOfCats,2023-04-19,stop ordering biscuits!,,https://twitter.com/TweetsOfCats/status/1648722375309918210,False,169,"4,189",31K,506.1K
Post&amp;Comment,#ChatGPT,https://twitter.com/SaeedDiCaprio/status/1648708599466582017,Hurt CoPain,https://twitter.com/SaeedDiCaprio,2023-04-19,they need to name the person so I can bully them,https://pbs.twimg.com/media/FuFju5oWwAEm9Uv?format=jpg&name=small,https://twitter.com/SaeedDiCaprio/status/1648708599466582017,False,56,"1,379",40.1K,822.9K
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648714854914555905,B&S,https://twitter.com/_B___S,2023-04-19,Pelican tries to eat capybara,,https://twitter.com/_B___S/status/1648714854914555905,False,329,"3,931",34.1K,890.6K
Post&amp;Comment,#OpenAI,https://twitter.com/buitengebieden/status/1648561883945762817,Buitengebieden,https://twitter.com/buitengebieden,2023-04-19,Pure happiness..,,https://twitter.com/buitengebieden/status/1648561883945762817,False,240,"3,615",39K,1M
Post&amp;Comment,#OpenAI,https://twitter.com/etnow/status/1648401006168879105,Entertainment Tonight,https://twitter.com/etnow,2023-04-18,Ariana Grande sings as Glinda on the set of #Wicked.,,https://twitter.com/etnow/status/1648401006168879105,False,406,"7,511",58.6K,15.3M
Post&amp;Comment,#OpenAI,https://twitter.com/FabrizioRomano/status/1648426936111341568,Fabrizio Romano,https://twitter.com/FabrizioRomano,2023-04-18,Rodrygo Goes has now 10 Champions League goals in the last two season — good to remind he’s still 22  #UCLAlways there in crucial nights. €45m top deal for Real Madrid. Underrated.,https://pbs.twimg.com/media/FuBjjrJWcAQeS6F?format=jpg&name=small,https://twitter.com/FabrizioRomano/status/1648426936111341568,False,410,"4,296",68.6K,5M
Post&amp;Comment,#OpenAI,https://twitter.com/Gritty20202/status/1648439392133087232,Gritty is the WayFifty Shades of Whey,https://twitter.com/Gritty20202,2023-04-18,can we just skip ahead to the part where they reveal the parking garage had not passed an inspection in decades?,,https://twitter.com/Gritty20202/status/1648439392133087232,False,78,"4,169",41.4K,2M
Post&amp;Comment,#OpenAI,https://twitter.com/shannonrwatts/status/1648499041972678656,Shannon Watts,https://twitter.com/shannonrwatts,2023-04-19,"AGAIN: When two Woodlands Elite cheerleaders in Texas accidentally tried to get into the wrong vehicle in an HEB parking lot in Austin after their practice session, a 25-year-old man opened fire on them. One of the victims is in the ICU. #txlege",https://pbs.twimg.com/card_img/1648481067756814342/E34HkkBY?format=jpg&name=small,https://twitter.com/shannonrwatts/status/1648499041972678656,False,"1,026","9,296",29.9K,2.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/cat_auras/status/1648657081048735745,cat with confusing auras.,https://twitter.com/cat_auras,2023-04-19,It’s my birthday!,https://pbs.twimg.com/media/FuE03koXsAED5iz?format=jpg&name=small,https://twitter.com/cat_auras/status/1648657081048735745,False,143,"1,498",14.2K,377K
Post&amp;Comment,#ChatGPT,https://twitter.com/TweetsOfCats/status/1648722375309918210,Tweets of Cats,https://twitter.com/TweetsOfCats,2023-04-19,stop ordering biscuits!,,https://twitter.com/TweetsOfCats/status/1648722375309918210,False,169,"4,193",31K,507.9K
Post&amp;Comment,#ChatGPT,https://twitter.com/SaeedDiCaprio/status/1648708599466582017,Hurt CoPain,https://twitter.com/SaeedDiCaprio,2023-04-19,they need to name the person so I can bully them,https://pbs.twimg.com/media/FuFju5oWwAEm9Uv?format=jpg&name=small,https://twitter.com/SaeedDiCaprio/status/1648708599466582017,False,56,"1,380",40.1K,824K
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648714854914555905,B&S,https://twitter.com/_B___S,2023-04-19,Pelican tries to eat capybara,,https://twitter.com/_B___S/status/1648714854914555905,False,330,"3,935",34.1K,890.6K
Post&amp;Comment,#ChatGPT,https://twitter.com/kirawontmiss/status/1648714855027814402,kira ,https://twitter.com/kirawontmiss,2023-04-19,creative ass way to sell pants i’m crying,https://pbs.twimg.com/media/FuFpa9lXoAA9Fn7?format=jpg&name=small,https://twitter.com/kirawontmiss/status/1648714855027814402,False,109,854,33.2K,889.8K
Post&amp;Comment,#ChatGPT,https://twitter.com/POTUS/status/1648687897040547842,President Biden,https://twitter.com/POTUS,2023-04-19,Ban assault weapons – it’s beyond time.,,https://twitter.com/POTUS/status/1648687897040547842,False,21.9K,"6,446",52K,13M
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648675418604462082,B&S,https://twitter.com/_B___S,2023-04-19,the middle one is so clever,,https://twitter.com/_B___S/status/1648675418604462082,False,306,"6,380",61.2K,1.7M
Post&amp;Comment,#ChatGPT,https://twitter.com/shannonrwatts/status/1648499041972678656,Shannon Watts,https://twitter.com/shannonrwatts,2023-04-19,"AGAIN: When two Woodlands Elite cheerleaders in Texas accidentally tried to get into the wrong vehicle in an HEB parking lot in Austin after their practice session, a 25-year-old man opened fire on them. One of the victims is in the ICU. #txlege",https://pbs.twimg.com/card_img/1648481067756814342/E34HkkBY?format=jpg&name=small,https://twitter.com/shannonrwatts/status/1648499041972678656,False,"1,026","9,296",29.9K,2.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/PuppiesIover/status/1648615748833800192,Puppies ,https://twitter.com/PuppiesIover,2023-04-19,Awwww So cute puppy,https://pbs.twimg.com/media/FuEPSLdWcAAaFq0?format=jpg&name=small,https://twitter.com/PuppiesIover/status/1648615748833800192,False,37,"1,131",16K,277.1K
Post&amp;Comment,#ChatGPT,https://twitter.com/TweetsOfCats/status/1648722375309918210,Tweets of Cats,https://twitter.com/TweetsOfCats,2023-04-19,stop ordering biscuits!,,https://twitter.com/TweetsOfCats/status/1648722375309918210,False,169,"4,197",31K,507.9K
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648675418604462082,B&S,https://twitter.com/_B___S,2023-04-19,the middle one is so clever,,https://twitter.com/_B___S/status/1648675418604462082,False,306,"6,381",61.2K,1.7M
Post&amp;Comment,#ChatGPT,https://twitter.com/kirawontmiss/status/1648714855027814402,kira ,https://twitter.com/kirawontmiss,2023-04-19,creative ass way to sell pants i’m crying,https://pbs.twimg.com/media/FuFpa9lXoAA9Fn7?format=jpg&name=small,https://twitter.com/kirawontmiss/status/1648714855027814402,False,109,855,33.2K,892.3K
Post&amp;Comment,#ChatGPT,https://twitter.com/espn/status/1648533397030191105,ESPN,https://twitter.com/espn,2023-04-19,"Breaking: Draymond Green has been suspended one game without pay for stepping on the chest of Domantas Sabonis, the NBA announced.",https://pbs.twimg.com/media/FuDEYzlWwAAsK9f?format=jpg&name=small,https://twitter.com/espn/status/1648533397030191105,False,"3,584","4,156",46.5K,16.5M
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648675418604462082,B&S,https://twitter.com/_B___S,2023-04-19,the middle one is so clever,,https://twitter.com/_B___S/status/1648675418604462082,False,306,"6,382",61.2K,1.7M
Post&amp;Comment,#ChatGPT,https://twitter.com/POTUS/status/1648687897040547842,President Biden,https://twitter.com/POTUS,2023-04-19,Ban assault weapons – it’s beyond time.,,https://twitter.com/POTUS/status/1648687897040547842,False,21.9K,"6,449",52K,13M
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648633199835115520,B&S,https://twitter.com/_B___S,2023-04-19,"An albino peacock flying over a regular one, and it looks indeed his spirit or an out of body experience",https://pbs.twimg.com/media/FuEfJ36X0AAp6yc?format=jpg&name=small,https://twitter.com/_B___S/status/1648633199835115520,False,142,10.2K,88.4K,1.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/SaeedDiCaprio/status/1648444779385200644,Hurt CoPainDaily Loud,https://twitter.com/SaeedDiCaprio,2023-04-18,now why are they carrying that baby like an uber eats delivery,https://pbs.twimg.com/media/FuA_48AWYAAw4qM?format=jpg&name=small,https://twitter.com/SaeedDiCaprio/status/1648444779385200644,False,34,980,26.9K,1.3M
Post&amp;Comment,#ChatGPT,https://twitter.com/pinkpantheress2/status/1648552402264420352,pinkpantheress,https://twitter.com/pinkpantheress2,2023-04-19,best bday ever!!,https://pbs.twimg.com/media/FuDSVb0X0AEI4sV?format=jpg&name=small,https://twitter.com/pinkpantheress2/status/1648552402264420352,False,"3,637",35.8K,170.5K,5.3M
Post&amp;Comment,#ChatGPT,https://twitter.com/kirawontmiss/status/1648714855027814402,kira ,https://twitter.com/kirawontmiss,2023-04-19,creative ass way to sell pants i’m crying,https://pbs.twimg.com/media/FuFpa9lXoAA9Fn7?format=jpg&name=small,https://twitter.com/kirawontmiss/status/1648714855027814402,False,109,857,33.3K,892.3K
Post&amp;Comment,#ChatGPT,https://twitter.com/POTUS/status/1648687897040547842,President Biden,https://twitter.com/POTUS,2023-04-19,Ban assault weapons – it’s beyond time.,,https://twitter.com/POTUS/status/1648687897040547842,False,21.9K,"6,451",52.1K,13M
Post&amp;Comment,#ChatGPT,https://twitter.com/hasanthehun/status/1648691771277467650,hasanabiAncommie,https://twitter.com/hasanthehun,2023-04-19,they’re retiring the number like it’s the jersey of an nba legend oh man,https://pbs.twimg.com/media/FuBYP1oX0AMYAlt?format=jpg&name=small,https://twitter.com/hasanthehun/status/1648691771277467650,False,159,"1,829",38.4K,1.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/ESPNFC/status/1648627503869620226,ESPN FC,https://twitter.com/ESPNFC,2023-04-19,"Four years ago today, Cristiano Ronaldo won the Serie A, becoming the first player in history to win the Premier League, La Liga and Serie A",https://pbs.twimg.com/media/FuEZ-fCWYAMinFb?format=jpg&name=small,https://twitter.com/ESPNFC/status/1648627503869620226,False,365,"2,354",29.5K,1.1M
Post&amp;Comment,#ChatGPT,https://twitter.com/homeofdcu/status/1648463134758412290,Home of DCU,https://twitter.com/homeofdcu,2023-04-18,Danny DeVito on returning as the Penguin:“Colin Farrell is the Penguin now.”(https://variety.com/2023/film/columns/damon-lindelof-star-wars-1235587344/…),https://pbs.twimg.com/media/FuCERrQaAAItGVV?format=png&name=small;https://pbs.twimg.com/media/FuCESdNaQAAHxMU?format=jpg&name=small,https://twitter.com/homeofdcu/status/1648463134758412290,False,88,795,23.7K,855.7K
Post&amp;Comment,#ChatGPT,https://twitter.com/hasanthehun/status/1648691771277467650,hasanabiAncommie,https://twitter.com/hasanthehun,2023-04-19,they’re retiring the number like it’s the jersey of an nba legend oh man,https://pbs.twimg.com/media/FuBYP1oX0AMYAlt?format=jpg&name=small,https://twitter.com/hasanthehun/status/1648691771277467650,False,159,"1,830",38.4K,1.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/shouldhaveaduck/status/1648726171612487680,why you should have a duck ,https://twitter.com/shouldhaveaduck,2023-04-19,True love,https://pbs.twimg.com/media/FuFztmmacAAlidw?format=jpg&name=small,https://twitter.com/shouldhaveaduck/status/1648726171612487680,False,14,433,"3,339",126.9K
Post&amp;Comment,#ChatGPT,https://twitter.com/shouldhaveaduck/status/1648627644408434688,why you should have a duck ,https://twitter.com/shouldhaveaduck,2023-04-19,Little helper..,,https://twitter.com/shouldhaveaduck/status/1648627644408434688,False,43,"1,482",10.7K,403.8K
Post&amp;Comment,#ChatGPT,https://twitter.com/hasanthehun/status/1648691771277467650,hasanabiAncommie,https://twitter.com/hasanthehun,2023-04-19,they’re retiring the number like it’s the jersey of an nba legend oh man,https://pbs.twimg.com/media/FuBYP1oX0AMYAlt?format=jpg&name=small,https://twitter.com/hasanthehun/status/1648691771277467650,False,159,"1,831",38.4K,1.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/ChampionsLeague/status/1648718095341748224,UEFA Champions League,https://twitter.com/ChampionsLeague,2023-04-19,"In three words, what will happen? #UCL",https://pbs.twimg.com/media/FuFq6COWIAI0R9d?format=jpg&name=small,https://twitter.com/ChampionsLeague/status/1648718095341748224,False,"2,860","1,260",24.3K,1.7M
Post&amp;Comment,#ChatGPT,https://twitter.com/FilmUpdates/status/1648491768030302211,Film Updates,https://twitter.com/FilmUpdates,2023-04-19,"Luca Guadagnino’s ‘CHALLENGERS’ starring Zendaya, Josh O’Connor and Mike Faist has been rated R for language, sexual content and graphic nudity.",https://pbs.twimg.com/media/FuCehknakAALnSz?format=jpg&name=small,https://twitter.com/FilmUpdates/status/1648491768030302211,False,175,942,17.2K,2.7M
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648731219566252034,B&S,https://twitter.com/_B___S,2023-04-19,Old dog teaches the new dog where the doggy-door is,,https://twitter.com/_B___S/status/1648731219566252034,False,80,"2,323",21.8K,443.7K
